,review_title,review_text,class
166,movie premyy honest review,frnkly not expect mzing hve lwys thought tht could ended fter st seson yet sesons yes binge wtched vol lst night ended loving show definitely one fvorite shows time,2
167,season disappointment,herd difficult second lbum prize exmple difficult second series rther second series tht never hve mde everything tht mde prts series one wtchble gripping missing goes long boring scenes nothing hppens sheves tedious unnecessry dilogue bsolutely ridiculous two men looking trined killer vowed murder distrcted becuse spending time discussing girlfriends killer turns four heroes fire hundreds probbly even thousnds mchine gun bullets directly close rnge wlks mybe body rmour legs strs hve wrded series one series two,1
168,one best movie ever seen,perfect gret plot amzing ctors profesor gorgeous,2
169,overrated,verge series drgged drgged drgged episodes feel not end soon could hve finished first sesons hrs aprt berlin professor chrcters,1
170,love heist,wtched sesons verge rtings high not much thrill bout professor right plce right time professor plnned everything forgot dig tunnel hngr side even heist strted episodes bout love inspector love professor sub inspector one love inspector hostge love robbers robbers concerned bout lovers thn money action scenes like movies hevy gunfighting without deth inspector comes know rel identity professor love truimps professor escpes cst wise berlin gret professor comes next others verge tokio rio denver worst irritting chrcters,1
171,collapsed story writing,seson story keeps going circle ction emotionl rollercoster not keeps heist look originl mde look like drm,2
172,,not ring bell mnipultive confusing nothing relly engging substntive overrted seems unnecessry romntic subplots rndomly thrown not others try,1
173,fast furious saga series style,nother netflix series tht strted good story continue milking money even though story could hve concluded like resons mny wtched first sesons relly liked rd one relly turns degree ruin relly wnt strt wtching suggest stop fter second prt think strs right score given fct tht first sesons mke sense pretty sure sesons,1
174,many plot holes,gve one chrcter interctions forced chrcter bck stories not mke sense show witing something hppen keep crmming sex story strt copying movies plot lines like inside seems like interntionl movie series project gets high reviews ske interntionl something grbge grbge mtter comes,1
175,lunacy not top,imgintive exciting series people need give get top,2
176,not perfect worth watching,interesting exciting well cted series becuse length holes story tht not seem relistic cper movie tht kept entertined dys chrcters plyed perfectly plnning well done opinion not miss,2
177,brilliant edge,one finest series hve seen seriously could not cst nyone thn ursul tokyo not chrcter nturlly terrible ctress like seriously everyone fine job chrcter performnce bsolutely worst lone reson tht brings show mny times wished tokyo ded first episode pose unnecessrily overct everytime screen dilogue delivery bsolute worst holds gun like teenger would kind show every spect show clss prt ursul tokyo ridiculous ctor chrcter,2
178,naive interesting,series illogicl seson good comes repetition much nonsense min dvntges series interesting plot soundtrcks csting ctors,1
179,best show made netflix,looking reviews see strs strs relly confused show never got bored chrcters relly gret robbers looking show wtch definitely seson one best sesons television relly entertining loved chrcters somehow mde feel sorry police chrge robbers hostges except arturo god hte arturo spoilers seson show best ending seson could hve something wited episodes loved tht rquel professor got together berlin deth relly loved tht bsiclly everyone got could rgue show ended quite gld not seson people not like seson loved thought gret comebck seson know lot people not enjoy seson thought relly good definitely downfll seson still enjoyed sddest deth netflix show ever mde nirobi still not believe hppened thought ending pretty crzy rquel mnging get bnk overll gret seson one best shows ever wtched not wit seson,2
180,dumb stupid,strted interesting premise printing one money rther thn steling people prcticl rmifictions printing tht much money shown billion think not cre must eqully complex one tlks bout tht would hve mde much interesting show insted introduced morons ctully would better circus prtners rther thn robbers add tht probbly stupidest chief inspector whole world eqully stupid police force disposl get ppel people grve dnger tht populrity tken substitute qulity cretivity hppening unfthomble rte cretive wlks life avengers movies clssic exmple cse,0
